First Dose,Second Dose,Total Doses,Male,Female,State,Vaccine
15023,22799,37822,15511,22311,Mizoram,Covishield
15286,46588,61874,16030,45844,Odisha,Covishield
10119,6445,16564,14333,2231,Puducherry,Covishield
44950,29760,74710,52104,22606,Punjab,Covishield
37349,25420,62769,27975,34794,Rajasthan,Covishield
36907,25779,62686,7564,55122,Tamil Nadu,Covishield
42101,34930,77031,43868,33163,Telengana,Covishield
46789,48983,95772,22466,73306,Uttarakhand,Covishield
37297,3284,40581,29171,11410,Uttar Pradesh,Covishield
27022,4100,31122,18937,12185,West Bengal,Covishield
31630,41371,73001,13437,59564,Unassigned,Covishield
28698,9112,37810,13399,24411,Andhra Pradesh,Covishield
34908,22121,57029,40300,16729,Andaman and Nicobar Islands,Covishield
10004,28316,38320,28247,10073,Assam,Covishield
49227,4320,53547,14626,38921,Bihar,Covishield
34509,30236,64745,56057,8688,Chandigarh,Covishield
3545,31839,35384,13899,21485,Chhattisgarh,Covishield
12733,8687,21420,14694,6726,Delhi,Covishield
34030,8493,42523,12036,30487,Goa,Covishield
16359,40598,56957,48787,8170,Gujarat,Covishield
39064,24101,63165,35091,28074,Haryana,Covishield
19335,28602,47937,17905,30032,Himachal Pradesh,Covishield
17980,35820,53800,29986,23814,Jammu and Kashmir,Covishield
16819,34687,51506,31344,20162,Jharkhand,Covishield
6845,13828,20673,9544,11129,Karnataka,Covishield
14971,29678,44649,18250,26399,Kerala,Covishield
8121,41106,49227,16474,32753,Ladakh,Covishield
38481,34620,73101,40179,32922,Madhya Pradesh,Covishield
15507,18449,33956,27930,6026,Maharashtra,Covishield
29313,12801,42114,17166,24948,Manipur,Covishield
23337,10200,33537,19367,14170,Mizoram,Covishield
26531,7490,34021,8216,25805,Odisha,Covishield
17420,4871,22291,9899,12392,Puducherry,Covishield
14048,48992,63040,6194,56846,Punjab,Covishield
44419,13977,58396,44512,13884,Rajasthan,Covishield
38282,48852,87134,31036,56098,Tamil Nadu,Covishield
48217,38593,86810,64338,22472,Telengana,Covishield
15715,47453,63168,35768,27400,Uttarakhand,Covishield
38563,19835,58398,7298,51100,Uttar Pradesh,Covishield
22456,35753,58209,30425,27784,West Bengal,Covishield
45553,9247,54800,18122,36678,Andhra Pradesh,Covishield
36243,26443,62686,7849,54837,Andaman and Nicobar Islands,Covishield
9720,23446,33166,31728,1438,Assam,Covishield
19301,20854,40155,13675,26480,Bihar,Covishield
4840,3838,8678,7050,1628,Chandigarh,Covishield
49316,41835,91151,13719,77432,Chhattisgarh,Covishield
16083,20965,37048,25329,11719,Delhi,Covishield
17568,45233,62801,6599,56202,Goa,Covishield
8971,6613,15584,11312,4272,Gujarat,Covishield
10950,37109,48059,9208,38851,Haryana,Covishield
44097,41996,86093,10172,75921,Himachal Pradesh,Covishield
1890,21391,23281,19398,3883,Jammu and Kashmir,Covishield
34642,38258,72900,25545,47355,Jharkhand,Covishield
35533,33333,68866,28654,40212,Karnataka,Covishield
28599,27611,56210,45983,10227,Kerala,Covishield
28020,47348,75368,40425,34943,Ladakh,Covishield
28337,37725,66062,13466,52596,Madhya Pradesh,Covishield
45239,10027,55266,5501,49765,Maharashtra,Covishield
10023,43795,53818,34226,19592,Manipur,Covishield
8444,23607,32051,14007,18044,Mizoram,Covishield
41603,24031,65634,7499,58135,Odisha,Covishield
45253,32363,77616,57438,20178,Puducherry,Covishield
2766,44454,47220,13078,34142,Punjab,Covishield
28743,42275,71018,23135,47883,Rajasthan,Covishield
17092,46812,63904,21341,42563,Tamil Nadu,Covishield
39713,40815,80528,36850,43678,Telengana,Covishield
15183,6526,21709,6579,15130,Uttarakhand,Covishield
37599,15316,52915,26581,26334,Uttar Pradesh,Covishield
14281,33366,47647,32516,15131,West Bengal,Covishield
45016,45373,90389,22305,68084,Andhra Pradesh,Covishield
19307,16255,35562,19258,16304,Andaman and Nicobar Islands,Covishield
29504,18291,47795,7879,39916,Arunachal Pradesh,Covishield
47332,9455,56787,42076,14711,Assam,Covishield
23657,9631,33288,28890,4398,Bihar,Covishield
3091,44043,47134,44670,2464,Chandigarh,Covishield
18405,45357,63762,21293,42469,Chhattisgarh,Covishield
35200,41536,76736,34923,41813,Delhi,Covishield
24012,31288,55300,52387,2913,Goa,Covishield
33183,38478,71661,26021,45640,Gujarat,Covishield
4876,18554,23430,6920,16510,Haryana,Covishield
41434,44768,86202,60238,25964,Himachal Pradesh,Covishield
16771,7533,24304,13052,11252,Jammu and Kashmir,Covishield
16865,32608,49473,27733,21740,Jharkhand,Covishield
8266,9013,17279,7124,10155,Karnataka,Covishield
43587,12365,55952,30094,25858,Kerala,Covishield
24759,18280,43039,6544,36495,Ladakh,Covishield
25064,21335,46399,24186,22213,Madhya Pradesh,Covishield
34121,48712,82833,57504,25329,Maharashtra,Covishield
15938,25315,41253,9284,31969,Manipur,Covishield
45533,39184,84717,5169,79548,Mizoram,Covishield
41615,16556,58171,14993,43178,Odisha,Covishield
9396,12733,22129,10195,11934,Puducherry,Covishield
2727,2844,5571,5347,224,Punjab,Covishield
38050,24502,62552,12610,49942,Rajasthan,Covishield
48228,31730,79958,18449,61509,Tamil Nadu,Covishield
2208,38126,40334,36693,3641,Telengana,Covishield
9997,44919,54916,43710,11206,Uttarakhand,Covishield
9080,6904,15984,11116,4868,Uttar Pradesh,Covishield
5609,9075,14684,9617,5067,West Bengal,Covishield
2082,33560,35642,30296,5346,Unassigned,Covishield
45309,6483,51792,24601,27191,Andhra Pradesh,Covishield
38751,44575,83326,67136,16190,Andaman and Nicobar Islands,Covishield
8595,41994,50589,23670,26919,Arunachal Pradesh,Covishield
34554,39470,74024,72531,1493,Assam,Covishield
32420,33167,65587,57622,7965,Bihar,Covishield
37359,38011,75370,15281,60089,Chandigarh,Covishield
40672,3522,44194,38453,5741,Chhattisgarh,Covishield
4727,8889,13616,5767,7849,Delhi,Covishield
22517,18205,40722,17168,23554,Goa,Covishield
30169,27104,57273,11689,45584,Gujarat,Covishield
26674,38717,65391,21565,43826,Haryana,Covishield
5340,7392,12732,8186,4546,Himachal Pradesh,Covishield
42911,27961,70872,17588,53284,Jammu and Kashmir,Covishield
32817,9386,42203,26649,15554,Jharkhand,Covishield
17475,22812,40287,22819,17468,Karnataka,Covishield
4602,21684,26286,17206,9080,Kerala,Covishield
15004,2775,17779,6471,11308,Ladakh,Covishield
12525,22924,35449,34830,619,Madhya Pradesh,Covishield
15109,42813,57922,22460,35462,Maharashtra,Covishield
22294,28839,51133,44765,6368,Manipur,Covishield
40073,40216,80289,56362,23927,Mizoram,Covishield
26183,28381,54564,17521,37043,Odisha,Covishield
13977,3984,17961,16601,1360,Puducherry,Covishield
24849,2184,27033,13653,13380,Punjab,Covishield
1948,21530,23478,17154,6324,Rajasthan,Covishield
46317,39944,86261,31967,54294,Tamil Nadu,Covishield
22027,48314,70341,60411,9930,Telengana,Covishield
25033,44398,69431,66940,2491,Uttarakhand,Covishield
42702,28166,70868,30658,40210,Uttar Pradesh,Covishield
12197,20288,32485,8654,23831,West Bengal,Covishield
6062,33380,39442,30283,9159,Andhra Pradesh,Covishield
38868,44149,83017,75933,7084,Andaman and Nicobar Islands,Covishield
27962,13247,41209,37413,3796,Arunachal Pradesh,Covishield
28749,40030,68779,40620,28159,Assam,Covishield
10492,31018,41510,9307,32203,Bihar,Covishield
2402,29139,31541,24100,7441,Chandigarh,Covishield
43702,1889,45591,42906,2685,Chhattisgarh,Covishield
9073,24929,34002,30925,3077,Delhi,Covishield
32622,42478,75100,63134,11966,Goa,Covishield
12903,2660,15563,6670,8893,Gujarat,Covishield
48792,36781,85573,64588,20985,Haryana,Covishield
18593,16568,35161,7392,27769,Himachal Pradesh,Covishield
49061,17259,66320,16416,49904,Jammu and Kashmir,Covishield
45831,28711,74542,7096,67446,Jharkhand,Covishield
15371,11741,27112,25523,1589,Karnataka,Covishield
38903,49120,88023,68762,19261,Kerala,Covishield
23655,20790,44445,6334,38111,Ladakh,Covishield
46115,13910,60025,8291,51734,Madhya Pradesh,Covishield
34751,41471,76222,28814,47408,Maharashtra,Covishield
21073,33455,54528,45039,9489,Manipur,Covishield
9925,36291,46216,44036,2180,Mizoram,Covishield
5337,27685,33022,30968,2054,Odisha,Covishield
30618,44583,75201,48122,27079,Puducherry,Covishield
2431,13904,16335,8815,7520,Punjab,Covishield
32129,11132,43261,40973,2288,Rajasthan,Covishield
31927,12309,44236,22529,21707,Tamil Nadu,Covishield
17819,2776,20595,19260,1335,Telengana,Covishield
33429,11129,44558,6078,38480,Uttarakhand,Covishield
3354,5989,9343,8968,375,Uttar Pradesh,Covishield
10632,48237,58869,45421,13448,West Bengal,Covishield
10538,4498,15036,14219,817,Andhra Pradesh,Covishield
10057,43915,53972,34574,19398,Andaman and Nicobar Islands,Covishield
19220,36977,56197,24674,31523,Arunachal Pradesh,Covishield
25059,2569,27628,18631,8997,Assam,Covishield
26685,14597,41282,12244,29038,Bihar,Covishield
42816,41746,84562,62913,21649,Chandigarh,Covishield
38018,31123,69141,16180,52961,Chhattisgarh,Covishield
45940,47388,93328,87676,5652,Delhi,Covishield
40093,27671,67764,14984,52780,Goa,Covishield
3733,32267,36000,26009,9991,Gujarat,Covishield
12231,14117,26348,16704,9644,Haryana,Covishield
38003,27127,65130,47460,17670,Himachal Pradesh,Covishield
5510,38771,44281,28384,15897,Jammu and Kashmir,Covishield
4721,3041,7762,5978,1784,Jharkhand,Covishield
13197,27801,40998,17949,23049,Karnataka,Covishield
15092,45009,60101,14925,45176,Kerala,Covishield
47622,3557,51179,17435,33744,Ladakh,Covishield
40705,36813,77518,32986,44532,Madhya Pradesh,Covishield
36766,28164,64930,44968,19962,Maharashtra,Covishield
14775,48584,63359,35539,27820,Manipur,Covishield
38378,17956,56334,32502,23832,Mizoram,Covishield
5473,9585,15058,14745,313,Odisha,Covishield
44756,8662,53418,21422,31996,Puducherry,Covishield
18523,25987,44510,35262,9248,Punjab,Covishield
34830,23845,58675,26335,32340,Rajasthan,Covishield
30275,7577,37852,18078,19774,Tamil Nadu,Covishield
16773,38281,55054,28876,26178,Telengana,Covishield
31398,49332,80730,28760,51970,Uttarakhand,Covishield
21911,5965,27876,27711,165,Uttar Pradesh,Covishield
29633,8955,38588,17244,21344,West Bengal,Covishield
37835,14605,52440,36287,16153,Andhra Pradesh,Covishield
39484,27812,67296,34160,33136,Andaman and Nicobar Islands,Covishield
40067,18061,58128,20841,37287,Arunachal Pradesh,Covishield
7437,48915,56352,31535,24817,Assam,Covishield
30789,3841,34630,24204,10426,Bihar,Covishield
17389,42653,60042,48747,11295,Chandigarh,Covishield
36319,46066,82385,59129,23256,Chhattisgarh,Covishield
20179,23421,43600,18382,25218,Delhi,Covishield
4219,38937,43156,35203,7953,Goa,Covishield
42396,12748,55144,23266,31878,Gujarat,Covishield
4787,17632,22419,15026,7393,Haryana,Covishield
9386,26972,36358,17353,19005,Himachal Pradesh,Covishield
20894,5564,26458,17161,9297,Jammu and Kashmir,Covishield
28786,10309,39095,8466,30629,Jharkhand,Covishield
38041,31577,69618,8092,61526,Karnataka,Covishield
11677,30067,41744,12295,29449,Kerala,Covishield
42658,8275,50933,21282,29651,Ladakh,Covishield
41400,31933,73333,8094,65239,Madhya Pradesh,Covishield
16207,35118,51325,16475,34850,Maharashtra,Covishield
35011,32766,67777,37401,30376,Manipur,Covishield
46876,12340,59216,53569,5647,Mizoram,Covishield
6577,35560,42137,6207,35930,Odisha,Covishield
32499,23327,55826,14018,41808,Puducherry,Covishield
33457,13044,46501,28135,18366,Punjab,Covishield
30943,30654,61597,31073,30524,Rajasthan,Covishield
38490,31872,70362,19942,50420,Tamil Nadu,Covishield
6238,31091,37329,31176,6153,Telengana,Covishield
30854,28385,59239,25440,33799,Tripura,Covishield
13424,34301,47725,13492,34233,Uttarakhand,Covishield
29190,5389,34579,18634,15945,Uttar Pradesh,Covishield
37066,45056,82122,46807,35315,West Bengal,Covishield
36233,42601,78834,13284,65550,Andhra Pradesh,Covishield
29499,40178,69677,28217,41460,Andaman and Nicobar Islands,Covishield
49662,46002,95664,63792,31872,Arunachal Pradesh,Covishield
26929,20809,47738,7822,39916,Assam,Covishield
43777,28735,72512,10011,62501,Bihar,Covishield
1602,8148,9750,8897,853,Chandigarh,Covishield
19198,28625,47823,14558,33265,Chhattisgarh,Covishield
49774,40100,89874,31832,58042,Delhi,Covishield
35535,49419,84954,68704,16250,Goa,Covishield
8380,35498,43878,18033,25845,Gujarat,Covishield
47801,10402,58203,15277,42926,Haryana,Covishield
21349,8141,29490,7915,21575,Himachal Pradesh,Covishield
20028,27548,47576,22647,24929,Jammu and Kashmir,Covishield
21083,14603,35686,25996,9690,Jharkhand,Covishield
3922,48810,52732,14831,37901,Karnataka,Covishield
35598,10962,46560,16455,30105,Kerala,Covishield
26163,9859,36022,9701,26321,Ladakh,Covishield
26782,33709,60491,19361,41130,Madhya Pradesh,Covishield
9561,35507,45068,17048,28020,Maharashtra,Covishield
35220,44916,80136,10983,69153,Manipur,Covishield
6134,45074,51208,47369,3839,Mizoram,Covishield
18950,9695,28645,5497,23148,Odisha,Covishield
27393,33579,60972,48333,12639,Puducherry,Covishield
34524,41818,76342,10511,65831,Punjab,Covishield
39708,29438,69146,14728,54418,Rajasthan,Covishield
19921,10817,30738,22188,8550,Tamil Nadu,Covishield
19181,24540,43721,42121,1600,Telengana,Covishield
28694,18238,46932,30845,16087,Tripura,Covishield
14344,20778,35122,30313,4809,Uttarakhand,Covishield
29505,20915,50420,38712,11708,Uttar Pradesh,Covishield
32343,42007,74350,30241,44109,West Bengal,Covishield
42281,9408,51689,9434,42255,Andhra Pradesh,Covishield
34581,43810,78391,6350,72041,Andaman and Nicobar Islands,Covishield
49302,31020,80322,64297,16025,Arunachal Pradesh,Covishield
1639,3307,4946,#NUM!,#NUM!,Assam,Covishield
29904,24544,54448,13315,41133,Bihar,Covishield
43854,37045,80899,9224,71675,Chandigarh,Covishield
48107,36072,84179,6296,77883,Chhattisgarh,Covishield
26198,25729,51927,24567,27360,Delhi,Covishield
29669,45870,75539,50336,25203,Goa,Covishield
18523,41875,60398,40296,20102,Gujarat,Covishield
46183,30601,76784,64092,12692,Haryana,Covishield
33293,30859,64152,33921,30231,Himachal Pradesh,Covishield
14970,40177,55147,32466,22681,Jammu and Kashmir,Covishield
21120,33591,54711,16855,37856,Jharkhand,Covishield
13022,9784,22806,21896,910,Karnataka,Covishield
24945,11002,35947,30114,5833,Kerala,Covishield
48708,47792,96500,54851,41649,Ladakh,Covishield
9197,25344,34541,22073,12468,Madhya Pradesh,Covishield
43806,46559,90365,41958,48407,Maharashtra,Covishield
26464,37461,63925,35621,28304,Manipur,Covishield
26438,24769,51207,7321,43886,Mizoram,Covishield
3235,33897,37132,26133,10999,Odisha,Covishield
48315,47301,95616,60797,34819,Puducherry,Covishield
26244,46548,72792,66668,6124,Punjab,Covishield
24013,2878,26891,23993,2898,Rajasthan,Covishield
10493,45649,56142,15633,40509,Tamil Nadu,Covishield
34385,45105,79490,15397,64093,Telengana,Covishield
3727,5747,9474,8675,799,Tripura,Covishield
20839,33249,54088,9437,44651,Uttarakhand,Covishield
1858,2323,4181,#NUM!,#NUM!,Uttar Pradesh,Covishield
3980,32306,36286,12219,24067,West Bengal,Covishield
38468,28692,67160,25456,41704,Andhra Pradesh,Covishield
35367,42816,78183,60585,17598,Andaman and Nicobar Islands,Covishield
44741,6120,50861,14363,36498,Arunachal Pradesh,Covishield
24514,13271,37785,18976,18809,Assam,Covishield
3692,25775,29467,7070,22397,Bihar,Covishield
15916,2507,18423,16226,2197,Chandigarh,Covishield
21252,15712,36964,25853,11111,Chhattisgarh,Covishield
31671,6763,38434,11206,27228,Delhi,Covishield
31723,6272,37995,24200,13795,Goa,Covishield
21538,11775,33313,12664,20649,Gujarat,Covishield
46874,30636,77510,20479,57031,Haryana,Covishield
42589,32988,75577,43688,31889,Himachal Pradesh,Covishield
25143,19792,44935,34519,10416,Jammu and Kashmir,Covishield
18329,48387,66716,52582,14134,Jharkhand,Covishield
46684,5847,52531,47965,4566,Karnataka,Covishield
45764,19847,65611,59271,6340,Kerala,Covishield
25313,4812,30125,14068,16057,Ladakh,Covishield
25680,21212,46892,37951,8941,Madhya Pradesh,Covishield
9734,15883,25617,12926,12691,Maharashtra,Covishield
43580,16437,60017,56731,3286,Manipur,Covishield
41896,33744,75640,23355,52285,Mizoram,Covishield
23676,15660,39336,16967,22369,Odisha,Covishield
18679,34072,52751,17076,35675,Puducherry,Covishield
29829,8950,38779,37777,1002,Punjab,Covishield
46496,15301,61797,42929,18868,Rajasthan,Covishield
19665,43134,62799,57842,4957,Tamil Nadu,Covishield
35768,1877,37645,26603,11042,Telengana,Covishield
12750,25271,38021,15968,22053,Tripura,Covishield
49840,22709,72549,34105,38444,Uttarakhand,Covishield
47666,19229,66895,34291,32604,Uttar Pradesh,Covishield
17964,15302,33266,13020,20246,West Bengal,Covishield
28354,2249,30603,27142,3461,Andhra Pradesh,Covishield
45696,22463,68159,58088,10071,Andaman and Nicobar Islands,Covishield
46800,5165,51965,40522,11443,Arunachal Pradesh,Covishield
35943,7395,43338,28439,14899,Assam,Covishield
26372,7906,34278,22423,11855,Bihar,Covishield
46498,2773,49271,10397,38874,Chandigarh,Covishield
37942,21645,59587,29974,29613,Chhattisgarh,Covishield
25097,29365,54462,40126,14336,Delhi,Covishield
18562,10371,28933,22171,6762,Goa,Covishield
31970,24957,56927,41220,15707,Gujarat,Covishield
45767,23154,68921,44159,24762,Haryana,Covishield
4756,45923,50679,43694,6985,Himachal Pradesh,Covishield
19497,38526,58023,51966,6057,Jammu and Kashmir,Covishield
45922,22636,68558,66058,2500,Jharkhand,Covishield
49621,10184,59805,14796,45009,Karnataka,Covishield
10116,21377,31493,27661,3832,Kerala,Covishield
4102,28484,32586,22617,9969,Ladakh,Covishield
41781,3971,45752,17871,27881,Madhya Pradesh,Covishield
21020,38371,59391,8753,50638,Maharashtra,Covishield
49363,22845,72208,6922,65286,Manipur,Covishield
43800,34848,78648,18624,60024,Mizoram,Covishield
46763,23542,70305,59400,10905,Odisha,Covishield
46737,12006,58743,28626,30117,Puducherry,Covishield
24411,2995,27406,21978,5428,Punjab,Covishield
34334,4394,38728,32090,6638,Rajasthan,Covishield
5727,30316,36043,12896,23147,Tamil Nadu,Covishield
39336,27644,66980,16608,50372,Telengana,Covishield
35893,13550,49443,25409,24034,Tripura,Covishield
5031,39158,44189,16499,27690,Uttarakhand,Covishield
7957,38209,46166,28404,17762,Uttar Pradesh,Covishield
13538,17728,31266,30472,794,West Bengal,Covishield
48846,7758,56604,28450,28154,Andhra Pradesh,Covishield
3809,9424,13233,10379,2854,Andaman and Nicobar Islands,Covishield
24004,36144,60148,24460,35688,Arunachal Pradesh,Covishield
26286,23806,50092,35951,14141,Assam,Covishield
8558,28652,37210,36461,749,Bihar,Covishield
14973,36934,51907,43194,8713,Chandigarh,Covishield
25278,4283,29561,5240,24321,Chhattisgarh,Covishield
49982,44311,94293,32122,62171,Delhi,Covishield
